Date,Value
1/4/1995,0.45
1/5/1995,0.37
1/6/1995,0.46
1/7/1995,0.42
1/8/1995,0.5
1/9/1995,0.4
1/10/1995,0.44
1/11/1995,0.45
1/12/1995,0.33
1/1/1996,0.25
1/2/1996,0.46
1/3/1996,0.35
1/4/1996,0.27
1/5/1996,0.39
1/6/1996,0.35
1/7/1996,0.33
1/8/1996,0.35
1/9/1996,0.25
1/10/1996,0.21
1/11/1996,0.3
1/12/1996,0.39
1/1/1997,0.34
1/2/1997,0.44
1/3/1997,0.5
1/4/1997,0.42
1/5/1997,0.42
1/6/1997,0.54
1/7/1997,0.5
1/8/1997,0.55
1/9/1997,0.61
1/10/1997,0.64
1/11/1997,0.58
1/12/1997,0.63
1/1/1998,0.6
1/2/1998,0.87
1/3/1998,0.68
1/4/1998,0.76
1/5/1998,0.7
1/6/1998,0.73
1/7/1998,0.74
1/8/1998,0.71
1/9/1998,0.52
1/10/1998,0.48
1/11/1998,0.42
1/12/1998,0.6
1/1/1999,0.51
1/2/1999,0.7
1/3/1999,0.4
1/4/1999,0.47
1/5/1999,0.4
1/6/1999,0.42
1/7/1999,0.4
1/8/1999,0.36
1/9/1999,0.39
1/10/1999,0.35
1/11/1999,0.35
1/12/1999,0.53
1/1/2000,0.34
1/2/2000,0.56
1/3/2000,0.55
1/4/2000,0.64
1/5/2000,0.43
1/6/2000,0.39
1/7/2000,0.4
1/8/2000,0.46
1/9/2000,0.42
1/10/2000,0.32
1/11/2000,0.27
1/12/2000,0.33
1/1/2001,0.47
1/2/2001,0.42
1/3/2001,0.65
1/4/2001,0.59
1/5/2001,0.62
1/6/2001,0.55
1/7/2001,0.6
1/8/2001,0.61
1/9/2001,0.54
1/10/2001,0.52
1/11/2001,0.71
1/12/2001,0.57
1/1/2002,0.71
1/2/2002,0.79
1/3/2002,0.82
1/4/2002,0.58
1/5/2002,0.59
1/6/2002,0.6
1/7/2002,0.63
1/8/2002,0.56
1/9/2002,0.59
1/10/2002,0.49
1/11/2002,0.6
1/12/2002,0.49
1/1/2003,0.72
1/2/2003,0.59
1/3/2003,0.61
1/4/2003,0.58
1/5/2003,0.62
1/6/2003,0.56
1/7/2003,0.6
1/8/2003,0.66
1/9/2003,0.65
1/10/2003,0.74
1/11/2003,0.57
1/12/2003,0.76
1/1/2004,0.61
1/2/2004,0.74
1/3/2004,0.7
1/4/2004,0.6
1/5/2004,0.45
1/6/2004,0.48
1/7/2004,0.47
1/8/2004,0.52
1/9/2004,0.55
1/10/2004,0.6
1/11/2004,0.75
1/12/2004,0.51
1/1/2005,0.65
1/2/2005,0.56
1/3/2005,0.74
1/4/2005,0.72
1/5/2005,0.66
1/6/2005,0.67
1/7/2005,0.66
1/8/2005,0.63
1/9/2005,0.68
1/10/2005,0.68
1/11/2005,0.72
1/12/2005,0.63
1/1/2006,0.5
1/2/2006,0.7
1/3/2006,0.64
1/4/2006,0.52
1/5/2006,0.55
1/6/2006,0.66
1/7/2006,0.62
1/8/2006,0.66
1/9/2006,0.64
1/10/2006,0.68
1/11/2006,0.64
1/12/2006,0.8
1/1/2007,0.92
1/2/2007,0.69
1/3/2007,0.66
1/4/2007,0.73
1/5/2007,0.6
1/6/2007,0.55
1/7/2007,0.56
1/8/2007,0.56
1/9/2007,0.58
1/10/2007,0.56
1/11/2007,0.52
1/12/2007,0.47
1/1/2008,0.27
1/2/2008,0.37
1/3/2008,0.74
1/4/2008,0.49
1/5/2008,0.51
1/6/2008,0.54
1/7/2008,0.59
1/8/2008,0.57
1/9/2008,0.55
1/10/2008,0.67
1/11/2008,0.67
1/12/2008,0.54
1/1/2009,0.6
1/2/2009,0.55
1/3/2009,0.57
1/4/2009,0.62
1/5/2009,0.59
1/6/2009,0.67
1/7/2009,0.66
1/8/2009,0.72
1/9/2009,0.72
1/10/2009,0.64
1/11/2009,0.7
1/12/2009,0.65
1/1/2010,0.73
1/2/2010,0.8
1/3/2010,0.88
1/4/2010,0.85
1/5/2010,0.77
1/6/2010,0.75
1/7/2010,0.73
1/8/2010,0.69
1/9/2010,0.62
1/10/2010,0.63
1/11/2010,0.75
1/12/2010,0.46
1/1/2011,0.46
1/2/2011,0.45
1/3/2011,0.6
1/4/2011,0.62
1/5/2011,0.55
1/6/2011,0.64
1/7/2011,0.65
1/8/2011,0.65
1/9/2011,0.59
1/10/2011,0.61
1/11/2011,0.49
1/12/2011,0.55
1/1/2012,0.44
1/2/2012,0.45
1/3/2012,0.51
1/4/2012,0.73
1/5/2012,0.74
1/6/2012,0.72
1/7/2012,0.7
1/8/2012,0.7
1/9/2012,0.74
1/10/2012,0.7
1/11/2012,0.71
1/12/2012,0.47
1/1/2013,0.62
1/2/2013,0.66
1/3/2013,0.67
1/4/2013,0.59
1/5/2013,0.69
1/6/2013,0.69
1/7/2013,0.66
1/8/2013,0.69
1/9/2013,0.68
1/10/2013,0.66
1/11/2013,0.81
1/12/2013,0.67
1/1/2014,0.7
1/2/2014,0.49
1/3/2014,0.77
1/4/2014,0.81
1/5/2014,0.8
1/6/2014,0.77
1/7/2014,0.71
1/8/2014,0.82
1/9/2014,0.79
1/10/2014,0.76
1/11/2014,0.65
1/12/2014,0.82
1/1/2015,0.83
1/2/2015,0.87
1/3/2015,0.92
1/4/2015,0.81
1/5/2015,0.9
1/6/2015,0.91
1/7/2015,0.85
1/8/2015,0.92
1/9/2015,0.95
1/10/2015,1.03
1/11/2015,1
1/12/2015,1.15
1/1/2016,1.12
1/2/2016,1.26
1/3/2016,1.31
1/4/2016,1.12
1/5/2016,0.94
1/6/2016,0.93
1/7/2016,0.92
1/8/2016,0.98
1/9/2016,0.94
1/10/2016,0.79
1/11/2016,0.78
1/12/2016,0.83
1/1/2017,0.98
1/2/2017,1.02
1/3/2017,1.09
1/4/2017,0.92
1/5/2017,0.87
1/6/2017,0.84
1/7/2017,0.9
1/8/2017,0.92
1/9/2017,0.86
1/10/2017,0.81
1/11/2017,0.8
1/12/2017,0.88
1/1/2018,0.75
1/2/2018,0.76
1/3/2018,0.89
1/4/2018,0.84
1/5/2018,0.82
1/6/2018,0.78
1/7/2018,0.82
1/8/2018,0.8
1/9/2018,0.83
1/10/2018,0.92
1/11/2018,0.78
1/12/2018,0.88
1/1/2019,0.94
1/2/2019,0.85
1/3/2019,1.09
1/4/2019,0.97
1/5/2019,0.87
1/6/2019,0.95
1/7/2019,0.92
1/8/2019,0.92
1/9/2019,0.94
1/10/2019,0.95
1/11/2019,0.92
1/12/2019,1.05
1/1/2020,1.13
1/2/2020,1.16
1/3/2020,1.18
1/4/2020,1.05
1/5/2020,0.94
1/6/2020,0.92
1/7/2020,0.92
1/8/2020,0.94
1/9/2020,0.94
1/10/2020,0.83
1/11/2020,0.95
1/12/2020,0.78
1/1/2021,0.78
1/2/2021,0.64
1/3/2021,0.85
1/4/2021,0.79
1/5/2021,0.81
1/6/2021,0.89
1/7/2021,0.92
1/8/2021,0.89
1/9/2021,0.89
1/10/2021,0.89
1/11/2021,0.9
1/12/2021,0.84
1/1/2022,0.88
1/2/2022,0.81
1/3/2022,0.94
1/4/2022,0.85
